YearStart,LocationAbbr,LocationDesc,stratum_category,stratum_value,Data_Value,high_risk_obesity,early_warning
2012,KS,Kansas,Race/Ethnicity,2 or more races,35.0,1,
2013,KS,Kansas,Race/Ethnicity,2 or more races,31.0,0,1.0
2014,KS,Kansas,Race/Ethnicity,2 or more races,33.9,1,
2015,KS,Kansas,Race/Ethnicity,2 or more races,40.5,1,
2016,KS,Kansas,Race/Ethnicity,2 or more races,30.3,0,1.0
2017,KS,Kansas,Race/Ethnicity,2 or more races,34.9,1,
2018,KS,Kansas,Race/Ethnicity,2 or more races,38.1,1,
2019,KS,Kansas,Race/Ethnicity,2 or more races,39.8,1,
2020,KS,Kansas,Race/Ethnicity,2 or more races,31.5,0,1.0
2021,KS,Kansas,Race/Ethnicity,2 or more races,39.1,1,
2022,KS,Kansas,Race/Ethnicity,2 or more races,39.5,1,
2023,KS,Kansas,Race/Ethnicity,2 or more races,43.0,1,
2024,KS,Kansas,Race/Ethnicity,2 or more races,35.6,1,
2011,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,32.8,0,1.0
2012,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,35.1,1,
2013,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,36.8,1,
2014,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,35.2,1,
2015,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,38.6,1,
2016,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,31.4,0,0.0
2017,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,32.6,0,1.0
2018,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,43.5,1,
2019,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,37.9,1,
2020,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,45.6,1,
2021,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,45.7,1,
2022,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,37.6,1,
2023,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,52.4,1,
2024,KS,Kansas,Race/Ethnicity,American Indian/Alaska Native,38.4,1,
2011,KS,Kansas,Race/Ethnicity,Asian,8.9,0,0.0
2012,KS,Kansas,Race/Ethnicity,Asian,11.0,0,0.0
2013,KS,Kansas,Race/Ethnicity,Asian,9.1,0,0.0
2014,KS,Kansas,Race/Ethnicity,Asian,11.1,0,0.0
2015,KS,Kansas,Race/Ethnicity,Asian,10.9,0,0.0
2016,KS,Kansas,Race/Ethnicity,Asian,15.2,0,0.0
2017,KS,Kansas,Race/Ethnicity,Asian,13.2,0,0.0
2018,KS,Kansas,Race/Ethnicity,Asian,16.4,0,0.0
2019,KS,Kansas,Race/Ethnicity,Asian,10.1,0,0.0
2020,KS,Kansas,Race/Ethnicity,Asian,8.1,0,0.0
2021,KS,Kansas,Race/Ethnicity,Asian,11.0,0,0.0
2022,KS,Kansas,Race/Ethnicity,Asian,11.0,0,0.0
2023,KS,Kansas,Race/Ethnicity,Asian,14.2,0,0.0
2024,KS,Kansas,Race/Ethnicity,Asian,14.0,0,
2011,KS,Kansas,Race/Ethnicity,Hispanic,30.5,0,1.0
2012,KS,Kansas,Race/Ethnicity,Hispanic,35.9,1,
2013,KS,Kansas,Race/Ethnicity,Hispanic,33.6,1,
2014,KS,Kansas,Race/Ethnicity,Hispanic,33.0,0,1.0
2015,KS,Kansas,Race/Ethnicity,Hispanic,39.7,1,
2016,KS,Kansas,Race/Ethnicity,Hispanic,32.9,0,1.0
2017,KS,Kansas,Race/Ethnicity,Hispanic,37.7,1,
2018,KS,Kansas,Race/Ethnicity,Hispanic,38.0,1,
2019,KS,Kansas,Race/Ethnicity,Hispanic,34.6,1,
2020,KS,Kansas,Race/Ethnicity,Hispanic,41.6,1,
2021,KS,Kansas,Race/Ethnicity,Hispanic,41.0,1,
2022,KS,Kansas,Race/Ethnicity,Hispanic,39.3,1,
2023,KS,Kansas,Race/Ethnicity,Hispanic,37.2,1,
2024,KS,Kansas,Race/Ethnicity,Hispanic,40.5,1,
2011,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,40.9,1,
2012,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,36.1,1,
2013,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,40.5,1,
2014,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,42.1,1,
2015,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,45.6,1,
2016,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,41.7,1,
2017,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,36.4,1,
2018,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,41.2,1,
2019,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,45.7,1,
2020,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,43.2,1,
2021,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,38.7,1,
2022,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,37.2,1,
2023,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,42.8,1,
2024,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,45.6,1,
2011,KS,Kansas,Race/Ethnicity,Non-Hispanic White,29.1,0,0.0
2012,KS,Kansas,Race/Ethnicity,Non-Hispanic White,29.0,0,0.0
2013,KS,Kansas,Race/Ethnicity,Non-Hispanic White,29.4,0,0.0
2014,KS,Kansas,Race/Ethnicity,Non-Hispanic White,30.5,0,0.0
2015,KS,Kansas,Race/Ethnicity,Non-Hispanic White,33.4,0,0.0
2016,KS,Kansas,Race/Ethnicity,Non-Hispanic White,30.5,0,0.0
2017,KS,Kansas,Race/Ethnicity,Non-Hispanic White,32.1,0,1.0
2018,KS,Kansas,Race/Ethnicity,Non-Hispanic White,33.8,1,
2019,KS,Kansas,Race/Ethnicity,Non-Hispanic White,35.2,1,
2020,KS,Kansas,Race/Ethnicity,Non-Hispanic White,34.4,1,
2021,KS,Kansas,Race/Ethnicity,Non-Hispanic White,35.6,1,
2022,KS,Kansas,Race/Ethnicity,Non-Hispanic White,35.6,1,
2023,KS,Kansas,Race/Ethnicity,Non-Hispanic White,35.2,1,
2024,KS,Kansas,Race/Ethnicity,Non-Hispanic White,37.3,1,
2011,KS,Kansas,Race/Ethnicity,Other,32.6,0,0.0
2013,KS,Kansas,Race/Ethnicity,Other,27.8,0,0.0
2020,KS,Kansas,Race/Ethnicity,Other,32.9,0,1.0
2021,KS,Kansas,Race/Ethnicity,Other,55.8,1,
2024,KS,Kansas,Race/Ethnicity,Other,32.7,0,
2011,KS,Kansas,Sex,Female,29.1,0,0.0
2012,KS,Kansas,Sex,Female,29.0,0,0.0
2013,KS,Kansas,Sex,Female,29.4,0,0.0
2014,KS,Kansas,Sex,Female,31.5,0,0.0
2015,KS,Kansas,Sex,Female,33.3,0,0.0
2016,KS,Kansas,Sex,Female,30.9,0,0.0
2017,KS,Kansas,Sex,Female,32.4,0,1.0
2018,KS,Kansas,Sex,Female,35.6,1,
2019,KS,Kansas,Sex,Female,36.4,1,
2020,KS,Kansas,Sex,Female,34.8,1,
2021,KS,Kansas,Sex,Female,36.8,1,
2022,KS,Kansas,Sex,Female,36.8,1,
2023,KS,Kansas,Sex,Female,36.2,1,
2024,KS,Kansas,Sex,Female,38.6,1,
2011,KS,Kansas,Sex,Male,30.0,0,0.0
2012,KS,Kansas,Sex,Male,30.6,0,0.0
2013,KS,Kansas,Sex,Male,30.5,0,0.0
2014,KS,Kansas,Sex,Male,31.1,0,1.0
2015,KS,Kansas,Sex,Male,35.1,1,
2016,KS,Kansas,Sex,Male,31.4,0,0.0
2017,KS,Kansas,Sex,Male,32.3,0,0.0
2018,KS,Kansas,Sex,Male,33.3,0,1.0
2019,KS,Kansas,Sex,Male,34.0,1,
2020,KS,Kansas,Sex,Male,35.7,1,
2021,KS,Kansas,Sex,Male,35.3,1,
2022,KS,Kansas,Sex,Male,34.7,1,
2023,KS,Kansas,Sex,Male,35.7,1,
2024,KS,Kansas,Sex,Male,36.6,1,
2011,KS,Kansas,Total,Total,29.6,0,0.0
2012,KS,Kansas,Total,Total,29.8,0,0.0
2013,KS,Kansas,Total,Total,30.0,0,0.0
2014,KS,Kansas,Total,Total,31.3,0,1.0
2015,KS,Kansas,Total,Total,34.2,1,
2016,KS,Kansas,Total,Total,31.2,0,0.0
2017,KS,Kansas,Total,Total,32.4,0,1.0
2018,KS,Kansas,Total,Total,34.4,1,
2019,KS,Kansas,Total,Total,35.2,1,
2020,KS,Kansas,Total,Total,35.3,1,
2021,KS,Kansas,Total,Total,36.0,1,
2022,KS,Kansas,Total,Total,35.7,1,
2023,KS,Kansas,Total,Total,35.9,1,
2024,KS,Kansas,Total,Total,37.6,1,
2011,KY,Kentucky,Age (years),18 - 24,21.2,0,0.0
2012,KY,Kentucky,Age (years),18 - 24,17.2,0,0.0
2013,KY,Kentucky,Age (years),18 - 24,18.4,0,0.0
2014,KY,Kentucky,Age (years),18 - 24,14.6,0,0.0
2015,KY,Kentucky,Age (years),18 - 24,17.8,0,0.0
2016,KY,Kentucky,Age (years),18 - 24,20.3,0,0.0
2017,KY,Kentucky,Age (years),18 - 24,20.3,0,0.0
2018,KY,Kentucky,Age (years),18 - 24,18.5,0,0.0
2019,KY,Kentucky,Age (years),18 - 24,24.5,0,0.0
2020,KY,Kentucky,Age (years),18 - 24,26.4,0,0.0
2021,KY,Kentucky,Age (years),18 - 24,28.2,0,0.0
2022,KY,Kentucky,Age (years),18 - 24,24.1,0,0.0
2024,KY,Kentucky,Age (years),18 - 24,26.7,0,
2011,KY,Kentucky,Age (years),25 - 34,28.7,0,0.0
2012,KY,Kentucky,Age (years),25 - 34,28.7,0,0.0
2013,KY,Kentucky,Age (years),25 - 34,29.2,0,0.0
2014,KY,Kentucky,Age (years),25 - 34,29.7,0,1.0
2015,KY,Kentucky,Age (years),25 - 34,36.2,1,
2016,KY,Kentucky,Age (years),25 - 34,33.7,1,
2017,KY,Kentucky,Age (years),25 - 34,35.9,1,
2018,KY,Kentucky,Age (years),25 - 34,37.0,1,
2019,KY,Kentucky,Age (years),25 - 34,37.8,1,
2020,KY,Kentucky,Age (years),25 - 34,35.0,1,
2021,KY,Kentucky,Age (years),25 - 34,41.6,1,
2022,KY,Kentucky,Age (years),25 - 34,38.7,1,
2024,KY,Kentucky,Age (years),25 - 34,39.1,1,
2011,KY,Kentucky,Age (years),35 - 44,33.7,1,
2012,KY,Kentucky,Age (years),35 - 44,37.2,1,
2013,KY,Kentucky,Age (years),35 - 44,38.6,1,
2014,KY,Kentucky,Age (years),35 - 44,39.5,1,
2015,KY,Kentucky,Age (years),35 - 44,37.5,1,
2016,KY,Kentucky,Age (years),35 - 44,40.7,1,
2017,KY,Kentucky,Age (years),35 - 44,38.7,1,
2018,KY,Kentucky,Age (years),35 - 44,43.1,1,
2019,KY,Kentucky,Age (years),35 - 44,37.1,1,
2020,KY,Kentucky,Age (years),35 - 44,41.4,1,
2021,KY,Kentucky,Age (years),35 - 44,43.4,1,
2022,KY,Kentucky,Age (years),35 - 44,43.8,1,
2024,KY,Kentucky,Age (years),35 - 44,40.6,1,
2011,KY,Kentucky,Age (years),45 - 54,34.8,1,
2012,KY,Kentucky,Age (years),45 - 54,37.6,1,
2013,KY,Kentucky,Age (years),45 - 54,38.6,1,
2014,KY,Kentucky,Age (years),45 - 54,37.1,1,
2015,KY,Kentucky,Age (years),45 - 54,40.6,1,
2016,KY,Kentucky,Age (years),45 - 54,39.0,1,
2017,KY,Kentucky,Age (years),45 - 54,40.9,1,
2018,KY,Kentucky,Age (years),45 - 54,45.4,1,
2019,KY,Kentucky,Age (years),45 - 54,44.0,1,
2020,KY,Kentucky,Age (years),45 - 54,46.6,1,
2021,KY,Kentucky,Age (years),45 - 54,49.0,1,
2022,KY,Kentucky,Age (years),45 - 54,42.6,1,
2024,KY,Kentucky,Age (years),45 - 54,42.8,1,
2011,KY,Kentucky,Age (years),55 - 64,36.4,1,
2012,KY,Kentucky,Age (years),55 - 64,34.2,1,
2013,KY,Kentucky,Age (years),55 - 64,40.5,1,
2014,KY,Kentucky,Age (years),55 - 64,37.0,1,
2015,KY,Kentucky,Age (years),55 - 64,40.3,1,
2016,KY,Kentucky,Age (years),55 - 64,37.9,1,
2017,KY,Kentucky,Age (years),55 - 64,35.6,1,
2018,KY,Kentucky,Age (years),55 - 64,42.4,1,
2019,KY,Kentucky,Age (years),55 - 64,40.8,1,
2020,KY,Kentucky,Age (years),55 - 64,42.5,1,
2021,KY,Kentucky,Age (years),55 - 64,43.6,1,
2022,KY,Kentucky,Age (years),55 - 64,41.5,1,
2024,KY,Kentucky,Age (years),55 - 64,40.0,1,
2011,KY,Kentucky,Age (years),65 or older,25.1,0,0.0
2012,KY,Kentucky,Age (years),65 or older,29.2,0,0.0
2013,KY,Kentucky,Age (years),65 or older,29.7,0,0.0
2014,KY,Kentucky,Age (years),65 or older,27.5,0,0.0
2015,KY,Kentucky,Age (years),65 or older,31.2,0,0.0
2016,KY,Kentucky,Age (years),65 or older,31.0,0,0.0
2017,KY,Kentucky,Age (years),65 or older,31.5,0,0.0
2018,KY,Kentucky,Age (years),65 or older,30.8,0,0.0
2019,KY,Kentucky,Age (years),65 or older,32.6,0,0.0
2020,KY,Kentucky,Age (years),65 or older,28.4,0,1.0
2021,KY,Kentucky,Age (years),65 or older,35.3,1,
2022,KY,Kentucky,Age (years),65 or older,33.7,1,
2024,KY,Kentucky,Age (years),65 or older,33.3,0,
2011,KY,Kentucky,Education,College graduate,24.4,0,0.0
2012,KY,Kentucky,Education,College graduate,26.5,0,0.0
2013,KY,Kentucky,Education,College graduate,25.7,0,0.0
2014,KY,Kentucky,Education,College graduate,28.1,0,0.0
2015,KY,Kentucky,Education,College graduate,30.6,0,0.0
2016,KY,Kentucky,Education,College graduate,29.4,0,0.0
2017,KY,Kentucky,Education,College graduate,28.4,0,1.0
2018,KY,Kentucky,Education,College graduate,34.3,1,
2019,KY,Kentucky,Education,College graduate,32.5,0,1.0
2020,KY,Kentucky,Education,College graduate,34.4,1,
2021,KY,Kentucky,Education,College graduate,31.4,0,0.0
2022,KY,Kentucky,Education,College graduate,31.6,0,0.0
2024,KY,Kentucky,Education,College graduate,32.8,0,
2011,KY,Kentucky,Education,High school graduate,31.4,0,0.0
2012,KY,Kentucky,Education,High school graduate,31.8,0,1.0
2013,KY,Kentucky,Education,High school graduate,35.7,1,
2014,KY,Kentucky,Education,High school graduate,33.3,0,1.0
2015,KY,Kentucky,Education,High school graduate,35.9,1,
2016,KY,Kentucky,Education,High school graduate,35.4,1,
2017,KY,Kentucky,Education,High school graduate,36.0,1,
2018,KY,Kentucky,Education,High school graduate,37.7,1,
2019,KY,Kentucky,Education,High school graduate,34.5,1,
2020,KY,Kentucky,Education,High school graduate,38.4,1,
2021,KY,Kentucky,Education,High school graduate,41.7,1,
2022,KY,Kentucky,Education,High school graduate,40.9,1,
2024,KY,Kentucky,Education,High school graduate,38.6,1,
2011,KY,Kentucky,Education,Less than high school,34.0,1,
2012,KY,Kentucky,Education,Less than high school,33.2,0,1.0
2013,KY,Kentucky,Education,Less than high school,34.2,1,
2014,KY,Kentucky,Education,Less than high school,33.2,0,1.0
2015,KY,Kentucky,Education,Less than high school,36.4,1,
2016,KY,Kentucky,Education,Less than high school,37.4,1,
2017,KY,Kentucky,Education,Less than high school,37.0,1,
2018,KY,Kentucky,Education,Less than high school,37.8,1,
2019,KY,Kentucky,Education,Less than high school,41.2,1,
2020,KY,Kentucky,Education,Less than high school,30.9,0,1.0
2021,KY,Kentucky,Education,Less than high school,44.3,1,
2022,KY,Kentucky,Education,Less than high school,34.5,1,
2024,KY,Kentucky,Education,Less than high school,35.6,1,
2011,KY,Kentucky,Education,Some college or technical school,30.6,0,0.0
2012,KY,Kentucky,Education,Some college or technical school,32.6,0,1.0
2013,KY,Kentucky,Education,Some college or technical school,34.3,1,
2014,KY,Kentucky,Education,Some college or technical school,31.1,0,1.0
2015,KY,Kentucky,Education,Some college or technical school,35.0,1,
2016,KY,Kentucky,Education,Some college or technical school,34.3,1,
2017,KY,Kentucky,Education,Some college or technical school,35.2,1,
2018,KY,Kentucky,Education,Some college or technical school,36.6,1,
2019,KY,Kentucky,Education,Some college or technical school,39.1,1,
2020,KY,Kentucky,Education,Some college or technical school,38.8,1,
2021,KY,Kentucky,Education,Some college or technical school,44.0,1,
2022,KY,Kentucky,Education,Some college or technical school,40.1,1,
2024,KY,Kentucky,Education,Some college or technical school,40.0,1,
2011,KY,Kentucky,Income,"$15,000 - $24,999",35.6,1,
2012,KY,Kentucky,Income,"$15,000 - $24,999",34.5,1,
2013,KY,Kentucky,Income,"$15,000 - $24,999",37.4,1,
2014,KY,Kentucky,Income,"$15,000 - $24,999",35.2,1,
2015,KY,Kentucky,Income,"$15,000 - $24,999",41.2,1,
2016,KY,Kentucky,Income,"$15,000 - $24,999",38.5,1,
2017,KY,Kentucky,Income,"$15,000 - $24,999",38.6,1,
2018,KY,Kentucky,Income,"$15,000 - $24,999",41.3,1,
2019,KY,Kentucky,Income,"$15,000 - $24,999",39.4,1,
2020,KY,Kentucky,Income,"$15,000 - $24,999",38.2,1,
2021,KY,Kentucky,Income,"$15,000 - $24,999",48.8,1,
2022,KY,Kentucky,Income,"$15,000 - $24,999",44.1,1,
2024,KY,Kentucky,Income,"$15,000 - $24,999",44.4,1,
2011,KY,Kentucky,Income,"$25,000 - $34,999",30.0,0,0.0
2012,KY,Kentucky,Income,"$25,000 - $34,999",31.7,0,1.0
2013,KY,Kentucky,Income,"$25,000 - $34,999",38.3,1,
2014,KY,Kentucky,Income,"$25,000 - $34,999",30.3,0,1.0
2015,KY,Kentucky,Income,"$25,000 - $34,999",39.0,1,
2016,KY,Kentucky,Income,"$25,000 - $34,999",39.8,1,
2017,KY,Kentucky,Income,"$25,000 - $34,999",41.9,1,
2018,KY,Kentucky,Income,"$25,000 - $34,999",42.1,1,
2019,KY,Kentucky,Income,"$25,000 - $34,999",39.5,1,
2020,KY,Kentucky,Income,"$25,000 - $34,999",38.5,1,
2021,KY,Kentucky,Income,"$25,000 - $34,999",47.8,1,
2022,KY,Kentucky,Income,"$25,000 - $34,999",44.1,1,
2024,KY,Kentucky,Income,"$25,000 - $34,999",42.9,1,
2011,KY,Kentucky,Income,"$35,000 - $49,999",33.7,1,
2012,KY,Kentucky,Income,"$35,000 - $49,999",32.0,0,1.0
2013,KY,Kentucky,Income,"$35,000 - $49,999",34.8,1,
2014,KY,Kentucky,Income,"$35,000 - $49,999",33.7,1,
2015,KY,Kentucky,Income,"$35,000 - $49,999",33.6,1,
2016,KY,Kentucky,Income,"$35,000 - $49,999",38.3,1,
2017,KY,Kentucky,Income,"$35,000 - $49,999",38.1,1,
2018,KY,Kentucky,Income,"$35,000 - $49,999",37.8,1,
2019,KY,Kentucky,Income,"$35,000 - $49,999",37.2,1,
2020,KY,Kentucky,Income,"$35,000 - $49,999",39.6,1,
2021,KY,Kentucky,Income,"$35,000 - $49,999",39.3,1,
2022,KY,Kentucky,Income,"$35,000 - $49,999",35.7,1,
2024,KY,Kentucky,Income,"$35,000 - $49,999",41.0,1,
2011,KY,Kentucky,Income,"$50,000 - $74,999",34.4,1,
2012,KY,Kentucky,Income,"$50,000 - $74,999",33.4,0,0.0
2013,KY,Kentucky,Income,"$50,000 - $74,999",32.8,0,1.0
2014,KY,Kentucky,Income,"$50,000 - $74,999",35.4,1,
2015,KY,Kentucky,Income,"$50,000 - $74,999",35.7,1,
2016,KY,Kentucky,Income,"$50,000 - $74,999",34.0,1,
2017,KY,Kentucky,Income,"$50,000 - $74,999",38.4,1,
2018,KY,Kentucky,Income,"$50,000 - $74,999",39.8,1,
2019,KY,Kentucky,Income,"$50,000 - $74,999",39.4,1,
2020,KY,Kentucky,Income,"$50,000 - $74,999",36.2,1,
2021,KY,Kentucky,Income,"$50,000 - $74,999",41.0,1,
2022,KY,Kentucky,Income,"$50,000 - $74,999",35.2,1,
2024,KY,Kentucky,Income,"$50,000 - $74,999",36.3,1,
2011,KY,Kentucky,Income,"$75,000 or greater",23.4,0,0.0
2012,KY,Kentucky,Income,"$75,000 or greater",25.6,0,0.0
2013,KY,Kentucky,Income,"$75,000 or greater",29.1,0,0.0
2014,KY,Kentucky,Income,"$75,000 or greater",28.1,0,1.0
2015,KY,Kentucky,Income,"$75,000 or greater",35.4,1,
2016,KY,Kentucky,Income,"$75,000 or greater",30.2,0,0.0
2017,KY,Kentucky,Income,"$75,000 or greater",30.0,0,0.0
2018,KY,Kentucky,Income,"$75,000 or greater",33.2,0,1.0
2019,KY,Kentucky,Income,"$75,000 or greater",37.8,1,
2020,KY,Kentucky,Income,"$75,000 or greater",36.2,1,
2021,KY,Kentucky,Income,"$75,000 or greater",38.6,1,
2022,KY,Kentucky,Income,"$75,000 or greater",35.9,1,
2024,KY,Kentucky,Income,"$75,000 or greater",31.9,0,
2011,KY,Kentucky,Income,Data not reported,26.6,0,0.0
2012,KY,Kentucky,Income,Data not reported,28.3,0,0.0
2013,KY,Kentucky,Income,Data not reported,30.3,0,0.0
2014,KY,Kentucky,Income,Data not reported,24.6,0,0.0
2015,KY,Kentucky,Income,Data not reported,30.5,0,0.0
2016,KY,Kentucky,Income,Data not reported,29.2,0,0.0
2017,KY,Kentucky,Income,Data not reported,29.3,0,0.0
2018,KY,Kentucky,Income,Data not reported,30.0,0,0.0
2019,KY,Kentucky,Income,Data not reported,32.8,0,0.0
2020,KY,Kentucky,Income,Data not reported,32.1,0,1.0
2021,KY,Kentucky,Income,Data not reported,35.5,1,
2022,KY,Kentucky,Income,Data not reported,35.5,1,
2024,KY,Kentucky,Income,Data not reported,34.1,1,
2011,KY,Kentucky,Income,"Less than $15,000",36.6,1,
2012,KY,Kentucky,Income,"Less than $15,000",34.1,1,
2013,KY,Kentucky,Income,"Less than $15,000",38.1,1,
2014,KY,Kentucky,Income,"Less than $15,000",35.1,1,
2015,KY,Kentucky,Income,"Less than $15,000",37.1,1,
2016,KY,Kentucky,Income,"Less than $15,000",36.3,1,
2017,KY,Kentucky,Income,"Less than $15,000",39.9,1,
2018,KY,Kentucky,Income,"Less than $15,000",39.8,1,
2019,KY,Kentucky,Income,"Less than $15,000",35.7,1,
2020,KY,Kentucky,Income,"Less than $15,000",38.5,1,
2021,KY,Kentucky,Income,"Less than $15,000",45.5,1,
2022,KY,Kentucky,Income,"Less than $15,000",43.6,1,
2024,KY,Kentucky,Income,"Less than $15,000",36.7,1,
2011,KY,Kentucky,Race/Ethnicity,2 or more races,45.2,1,
2012,KY,Kentucky,Race/Ethnicity,2 or more races,27.1,0,1.0
2013,KY,Kentucky,Race/Ethnicity,2 or more races,34.0,1,
2014,KY,Kentucky,Race/Ethnicity,2 or more races,37.0,1,
2015,KY,Kentucky,Race/Ethnicity,2 or more races,17.4,0,0.0
2016,KY,Kentucky,Race/Ethnicity,2 or more races,31.9,0,0.0
2017,KY,Kentucky,Race/Ethnicity,2 or more races,30.5,0,0.0
2018,KY,Kentucky,Race/Ethnicity,2 or more races,29.0,0,1.0
2019,KY,Kentucky,Race/Ethnicity,2 or more races,40.5,1,
2020,KY,Kentucky,Race/Ethnicity,2 or more races,36.7,1,
2021,KY,Kentucky,Race/Ethnicity,2 or more races,47.1,1,
2024,KY,Kentucky,Race/Ethnicity,2 or more races,32.5,0,
2011,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,25.9,0,1.0
2012,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,42.7,1,
2013,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,43.1,1,
2014,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,24.0,0,0.0
2015,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,30.5,0,0.0
2016,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,25.6,0,1.0
2017,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,37.8,1,
2018,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,21.4,0,0.0
2019,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,23.1,0,1.0
2024,KY,Kentucky,Race/Ethnicity,American Indian/Alaska Native,42.6,1,
2011,KY,Kentucky,Race/Ethnicity,Hispanic,22.2,0,0.0
2012,KY,Kentucky,Race/Ethnicity,Hispanic,22.2,0,0.0
2013,KY,Kentucky,Race/Ethnicity,Hispanic,29.2,0,0.0
2014,KY,Kentucky,Race/Ethnicity,Hispanic,18.5,0,0.0
2015,KY,Kentucky,Race/Ethnicity,Hispanic,25.8,0,0.0
2016,KY,Kentucky,Race/Ethnicity,Hispanic,30.2,0,0.0
2017,KY,Kentucky,Race/Ethnicity,Hispanic,28.9,0,1.0
2018,KY,Kentucky,Race/Ethnicity,Hispanic,34.1,1,
2019,KY,Kentucky,Race/Ethnicity,Hispanic,31.9,0,1.0
2020,KY,Kentucky,Race/Ethnicity,Hispanic,34.0,1,
2021,KY,Kentucky,Race/Ethnicity,Hispanic,41.3,1,
2022,KY,Kentucky,Race/Ethnicity,Hispanic,43.7,1,
2024,KY,Kentucky,Race/Ethnicity,Hispanic,34.4,1,
2011,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,43.2,1,
2012,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,42.0,1,
2013,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,40.9,1,
2014,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,42.9,1,
2015,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,44.3,1,
2016,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,40.1,1,
2017,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,36.0,1,
2018,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,41.7,1,
2019,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,41.8,1,
2020,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,45.4,1,
2021,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,46.8,1,
2022,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,41.6,1,
2024,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,41.2,1,
2011,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,29.5,0,0.0
2012,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,30.6,0,0.0
2013,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,32.8,0,0.0
2014,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,31.3,0,1.0
2015,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,34.5,1,
2016,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,34.2,1,
2017,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,34.5,1,
2018,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,36.8,1,
2019,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,36.1,1,
2020,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,36.5,1,
2021,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,40.0,1,
2022,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,37.4,1,
2024,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,37.2,1,
2011,KY,Kentucky,Race/Ethnicity,Other,47.1,1,
2011,KY,Kentucky,Sex,Female,31.1,0,0.0
2012,KY,Kentucky,Sex,Female,31.0,0,0.0
2013,KY,Kentucky,Sex,Female,33.1,0,0.0
2014,KY,Kentucky,Sex,Female,29.9,0,0.0
2015,KY,Kentucky,Sex,Female,32.9,0,1.0
2016,KY,Kentucky,Sex,Female,35.2,1,
2017,KY,Kentucky,Sex,Female,32.5,0,1.0
2018,KY,Kentucky,Sex,Female,36.8,1,
